"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","Sex","Sex Code","Single Race 6","Single Race 6 Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Asian","A","55-64 years","55-64",67,1098008,6.1
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Asian","A","65-74 years","65-74",105,797839,13.2
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Asian","A","75-84 years","75-84",179,392100,45.7
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Asian","A","85+ years","85+",142,131730,107.8
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","25-34 years","25-34",34,3528216,1.0
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","35-44 years","35-44",80,3004099,2.7
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","45-54 years","45-54",146,2547736,5.7
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","55-64 years","55-64",406,2437159,16.7
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","65-74 years","65-74",674,1639704,41.1
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","75-84 years","75-84",528,640372,82.5
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Black or African American","2054-5","85+ years","85+",266,161992,164.2
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","45-54 years","45-54",10,54215,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI","65-74 years","65-74",16,27438,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","White","2106-3","25-34 years","25-34",140,16719619,0.8
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","White","2106-3","35-44 years","35-44",385,16784128,2.3
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","White","2106-3","45-54 years","45-54",769,15565729,4.9
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","White","2106-3","55-64 years","55-64",1898,16425655,11.6
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","White","2106-3","65-74 years","65-74",3542,13538439,26.2
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","White","2106-3","75-84 years","75-84",4161,6974938,59.7
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","White","2106-3","85+ years","85+",2600,1945723,133.6
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","More than one race","M","55-64 years","55-64",14,272292,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","More than one race","M","65-74 years","65-74",25,183162,13.6
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","More than one race","M","75-84 years","75-84",18,80176,Unreliable
,"Renal failure","N17-N19","2025 (provisional and partial)","2025","Male","M","More than one race","M","85+ years","85+",11,24061,Unreliable
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"MCD - ICD-10 Codes: N17.0 (Acute renal failure with tubular necrosis); N17.1 (Acute renal failure with acute cortical necrosis);"
"N17.2 (Acute renal failure with medullary necrosis); N17.8 (Other acute renal failure); N17.9 (Acute renal failure, unspecified)"
"MCD - ICD-10 Codes: AND"
"MCD - ICD-10 Codes: A40.0 (Septicaemia due to streptococcus, group A); A40.1 (Septicaemia due to streptococcus, group B); A40.2"
"(Septicaemia due to streptococcus, group D); A40.3 (Septicaemia due to Streptococcus pneumoniae); A40.8 (Other streptococcal"
"septicaemia); A40.9 (Streptococcal septicaemia, unspecified); A41.0 (Septicaemia due to Staphylococcus aureus); A41.1"
"(Septicaemia due to other specified staphylococcus); A41.2 (Septicaemia due to unspecified staphylococcus); A41.3 (Septicaemia"
"due to Haemophilus influenzae); A41.4 (Septicaemia due to anaerobes); A41.5 (Septicaemia due to other Gram-negative organisms);"
"A41.8 (Other specified septicaemia); A41.9 (Septicaemia, unspecified)"
"Ten-Year Age Groups: 25-34 years; 35-44 years; 45-54 years; 55-64 years; 65-74 years; 75-84 years; 85+ years"
"Group By: MCD - ICD Sub-Chapter; Year; Sex; Single Race 6; Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Jan 14, 2026 1:46:34 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2023,"
"and from provisional data for years 2024 and later, as compiled from data provided by the 57 vital statistics jurisdictions"
"through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Jan 14, 2026"
"1:46:34 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Totals and sub-totals show the frequency of the selected causes of death, which may be greater than the number of deaths."
"Note that any single death record may have up to 20 causes. More information."
"---"
Caveats:
"1. These items in the results table are not fully selected: Other bacterial diseases, Renal failure. The Query Description lists"
"the actual values selected."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Not Stated."
"5. The population figures for years 2023 and later are single-race estimates of the July 1 resident population, from the Vintage"
"2023 postcensal series released by the Census Bureau on June 27, 2024. The population figures for years 2022 and later are"
"single-race estimates of the July 1 resident population, from the Vintage 2022 postcensal series released by the Census Bureau"
"on June 22, 2023. The 2022 and 2023 series is based on the Modified Blended Base produced by the US Census Bureau in lieu of the"
"April 1, 2020 decennial population count. The Modified Blended Base consists of the blend of Vintage 2020 postcensal population"
"estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data from the internal Census Edited File"
"(CEF). The population figures for years 2021 are single-race estimates of the July 1 resident population, based on the Blended"
"Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count, from the Vintage 2021 postcensal"
"series released by the Census Bureau on June 30, 2022. The population figures for year 2020 are single-race estimates of the"
"July 1 resident population, from the Vintage 2020 postcensal series based on April 2010 Census, released by the Census Bureau on"
"July 27, 2021. The population figures for year 2019 are single-race estimates of the July 1 resident population, from the"
"Vintage 2019 postcensal series based on April 2010 Census, released by the Census Bureau on June 25, 2020. The population"
"figures for year 2018 are single-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series based"
"on April 2010 Census, released by the Census Bureau on June 20, 2019. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Population Data."
"6. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Deaths with the underlying cause classified with O00-O99 are"
"subject to further processing before these deaths records are considered final. Provisional deaths have not undergone full"
"processing and review and therefore should not be considered final for statistical purposes. Caution should be used in"
"interpreting these data. More information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
"7. On March 11, 2021, the 2019 mortality data on CDC WONDER was updated with the 2019 mortality data updated by NCHS on March 4,"
"2021 to include corrected information for residents of Texas affecting 5 records previously coded to cause code *U01.4,"
"Terrorism involving firearms (homicide). The underlying and multiple cause of death codes for 5 records were corrected in the"
"2019 data. Underlying and multiple cause of death codes for those 5 records were recoded to Assault (homicide) by other and"
"unspecified firearm discharge, ICD-10 code X95. The corrected final death records replaces the data released on December 22,"
"2020."
"8. Connecticut population estimates for 2022 and later years are reported for 9 planning regions as county equivalent areas,"
"instead of the former 8 legacy counties in the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023,"
"and in the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024. Populations estimates for the former"
"counties are not available for 2022 and later years. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Connecticut-2022."
"9. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
"10. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#ICD-10 Changes."
"11. Deaths related to external causes of injury or sudden death: In the provisional mortality data, causes of death classified"
"as external causes of injury (ICD-10 codes V01-Y89), sudden deaths (ICD-10 codes R95 and R96), or drug poisoning (ICD-10 codes"
"T36-T50), have the cause of death labeled as 'Data not shown due to 6 month lag to account for delays in death certificate"
"completion for certain causes of death.' For these deaths occurring 24 weeks prior to the final date in the provisional data,"
"the number of deaths and related statistics are not available by specific cause of death for ICD-10 codes V01-Y89, R95, R96, or"
"T36-T50. More information: http://wonder.cdc.gov/wonder/help/mcd-provisional.html#999."
"12. Deaths occurring through December 6, 2025 as of December 14, 2025."
